place,like,content,tag,date
필구커피filgu,93,드디어 맛보는!! :)너무 마시따 🤍.#서울카페 #서울카페투어 #서울카페탐방 #카페데이트 #서울은평구 #새절역카페 #은평구카페 #불광천카페 #새절역카페추천 #서울핫플 #서울커피맛집 #필구커피 #필구커피카페 #마시멜로우라떼 #존맛탱 #seuol #seuoldate #dategood #cafephoto #coffeetime #goodcoffee #eunpyeong #likecafé #goodtime #likegood #insagram #instacafe #instafood #happy #lovecoffee,"['#서울카페', '#서울카페투어', '#서울카페탐방', '#카페데이트', '#서울은평구', '#새절역카페', '#은평구카페', '#불광천카페', '#새절역카페추천', '#서울핫플', '#서울커피맛집', '#필구커피', '#필구커피카페', '#마시멜로우라떼', '#존맛탱', '#seuol', '#seuoldate', '#dategood', '#cafephoto', '#coffeetime', '#goodcoffee', '#eunpyeong', '#likecafé', '#goodtime', '#likegood', '#insagram', '#instacafe', '#instafood', '#happy', '#lovecoffee']",2021-11-21
,92,내가 원했던 게 이거잖아!!!!!! 갱얼쥐랑 같이 캐롤 들으면서 커피랑 떡볶이를 먹을 수 있다니. 심지어 맛있어… 이거 넘 짜릿하자나.❤️‍🔥 #떡볶이이모지왜없어,['#떡볶이이모지왜없어'],2021-11-21
하이웨스트익선,17,..-. 하이웨스트익선이 날의씁쓸한 커피의 달달함은뭐로 채워진 건지달달했다 :)2020.06.05...#서울#익선동#하이웨스트#모든색을모람한사진#담고픈순간을모람하다,"['#서울', '#익선동', '#하이웨스트', '#모든색을모람한사진', '#담고픈순간을모람하다']",2021-11-21
하이웨스트익선,11,..-. 하이웨스트익선하웨에서 가장 좋아하는사진 담아보기.2020.06.05...#서울#익선동#하이웨스트익선#모든색을모람한사진#담고픈순간을모람하다,"['#서울', '#익선동', '#하이웨스트익선', '#모든색을모람한사진', '#담고픈순간을모람하다']",2021-11-21
"Seoul, Korea",64,#구테로이테 탐방맛있는 구테로이테 코스 메뉴에스프레소플랫화이트파인콘구테로이테그라니따아이스아메리카노,['#구테로이테'],2021-11-21
이노이드커피랩,22,INOID COFFEE LAB☕.안녕하세요 이노이드입니다커피머신을 바꾸었어요☕️커피 맛이 더 좋아졌습니다.사랑하는 고객님들 이번주도 고생하셨어요 미세먼지 조심 하세요.이노이드는 오늘도 정상 영업합니다..주소 : 서울시 중랑구 면목동 52-11. ⏰ : 오전 09:00 ~ 오후 10:00. . 📞 : 070-7808-0085,[],2021-11-21
선운각,67,너무 이쁜 공간,[],2021-11-21
itslitcoffee,69,[It's LIT!Music]안녕하세요.잇츠릿입니다.오늘의 음악은🧑‍🎤John Mayer - New Light감성적인 목소리와 통통 튀는 음악기타 하나는 끝내주게 연주하는 뮤지션암튼 진짜 ㄹㅇ 듣는 노래마다 끝내준다.세최기는 달라도 다르네 🤔가슴이 웅장해진다....#잇츠릿 #잇츠릿커피 #itslit #itslotcoffee,"['#잇츠릿', '#잇츠릿커피', '#itslit', '#itslotcoffee']",2021-11-21
Atelier Harmony 아틀리에 하모니,106,_-Harmony of taste#atelierharmony#아틀리에하모니,"['#atelierharmony', '#아틀리에하모니']",2021-11-21
itslitcoffee,91,[It's LIT!]안녕하세요.잇츠릿입니다.고소하고 달달한 말차라떼입니다.진한 말차의 향을 느끼고 싶다면 언제나 즐길 수 있는 음료입니다.오늘도 판매 준비 완료입니다.🙆‍♂️...#잇츠릿 #잇츠릿커피 #itslit #itslitcoffee,"['#잇츠릿', '#잇츠릿커피', '#itslit', '#itslitcoffee']",2021-11-21
itslitcoffee,86,[It's LIT!]안녕하세요.잇츠릿입니다.날씨도 흐릿흐릿하고 미세먼지 때문에 코 목 눈도 불편한 하루가계속 되고있습니다.매장 앞에 테이블과 캠핑의자는 잠시 넣어두어야 겠습니다.마스크 잘 착용하고 다니시고 매장에 들러주신다면 잇츠릿 커피로 먼지들 싹 털어내고 가세요.🥺오늘도 잇츠릿은 활짝 열려있습니다.🤟🏽...#잇츠릿 #잇츠릿커피 #itslit #itslitcoffee,"['#잇츠릿', '#잇츠릿커피', '#itslit', '#itslitcoffee']",2021-11-21
용산공원,66,👀,[],2021-11-20
센터커피 - Center Coffee,46,"서울숲 바로 옆자리에 잡고 있는 센터커피파나마 핀카 데보라 테리어 게이샤 워시드사탕수수의 단맛과 홍차🍭코스타리카 허니 게이샤딸기, 파인애플의 플레이버🍍센터커피x삥타이거잊을수없는 환상적인 맛 ☺#센터커피 #서울숲카페 #카페거리 #서울숲카페거리 #서울숲카페추천 #카페추천 #서울카페 #서울커피맛집 #카페투어그램 #은카페투어 #카페스타그램 #커피맛집 #커피맛집추천 #커피소통 #바리스타그램 #소통카페 #카페소통 #카페소통해요 #좋아요테러 #goodlike #cofeetime #goodcofee #likelike #카페사진","['#센터커피', '#서울숲카페', '#카페거리', '#서울숲카페거리', '#서울숲카페추천', '#카페추천', '#서울카페', '#서울커피맛집', '#카페투어그램', '#은카페투어', '#카페스타그램', '#커피맛집', '#커피맛집추천', '#커피소통', '#바리스타그램', '#소통카페', '#카페소통', '#카페소통해요', '#좋아요테러', '#goodlike', '#cofeetime', '#goodcofee', '#likelike', '#카페사진']",2021-11-20
Molto,59,미리메리크리스마스🌲,[],2021-11-20
Molto,57,몰또에서 미세먼지 한 잔🥲,[],2021-11-20
파이오니어커피,323,"#파이오니어커피_@pioneercoffee_오래전부터 줄곧 가보고 싶었다, 본래 나는 크고 넓은 매장도 좋지만 작고 아담한 곳, 아늑한 공간의 장소이며 잘 보이지 않는 골목 어딘가에 있는 그래서 잘 알려지지 않은 곳들.. 소위 '숨은 맛집' 찾아다니는 걸 좋아한다. 그러나 그보다 파이오니어 사장님께서 원두 로스팅은 물론 커피를 추출하는 것만이 아닌, 커피나무 생리학과 유전학을 연구하신다는 게 이곳을 찾는 결정적 계기가 되었다.그동안 많은 카페를 다니면서 커피를 사랑하고, 열정적인 커피업계의 바리스타님들을 꽤 많이 뵈어왔지만 커피 자체를 근본적, 학문적으로 깊이 있게 접근한다는 사실이 참으로 흥미롭고 인상적이었다. 뭔가 거창하지만 실은 ""왠지 커피가 특별히 더 맛있을 거 같은데!""라는 단순한 속뜻이 숨어있다^^;;손님이 오면 주문받아 커피를, 디저트를 내어주고 쉼 없이 계속해서 그 일에 몰두하시는 사장님을 보며, 또 공간이 주는 편안함과 아늑함에 취해 커피를 정말 여유롭게 마시고 있었던 나는 시간이 어떻게 가는지도 몰랐다. 공간도 공간이지만 커피가 내 기대 이상으로 맛있었기 때문에!아포가토와 라떼, 필터 커피까지.. 전부 훌륭했다. 아포가토는 아이스크림과 쿠키 가루, 에스프레소 간의 조화가 딱 맞아떨어지게 맛있었는데 마지막 다 먹어갈 즈음엔 바닥에 발라져있던 피넛버터크림이 진짜 신의 한 수였다. 그 뒤에 라떼.. 극강의 꼬소함, 뒤따라오는 화사함과 초콜릿, 속으로 감탄이 끊이질 않았다.거기다 도중에 로우키에 계신 지인분으로부터 받은 원두라며 내려주신 서비스 필터 역시 자두의 향미로움이 되게 좋아서 입을 한 번 갖다 댄 순간, 멈출 수 없었다.파이오니어 커피는 커피와 공간, 사장님의 친절함과 또 친근함이 고루 자연스러운 형태의 장소다. 그렇기에 지금까지 인스타로 사장님 피드에서 매장을 일부 사진으로만 보다가 직접 가서 보고 반한 것이 너무나도 당연한 수순이었을 테다.내가 머무는 동안에도 단골로 보이는 많은 분들이 다녀가는 걸 볼 수 있었는데, 그보다도 훨씬 더 많은 사람들에게 알려져 그들로부터 꾸준히 사랑받고 더욱 널리 알려져 지금보다 잘 됐으면 한다.",['#파이오니어커피_@pioneercoffee_오래전부터'],2021-11-20
,70,주말로 가을도 끝이구나.,[],2021-11-19
,21,_오랜만에 들렸는데 여전한 맛크로플 또 먹고싶댜🍩🧋⠀⠀⠀#로우커피 #lowcoffee,"['#로우커피', '#lowcoffee']",2021-11-19
서울특별시 서대문구 남가좌동,13,"@seonhyu_coffee 완전추천👍🏻👍🏻👍🏻👍🏻👍🏻#명지대카페 중 제일 최고 #남가좌동카페 중 가장 최고  최근 가장 가고 싶었던 카페, 드디어 갔다. 기대보다 훨씬 좋은 공간과 커피와 디저트 덕에 기분 최상 :) 재방문의사 넘치고 누구에게나 추천하고 싶은 카페 다음 번에는 꼭! #커핑 도 참여해야지","['#명지대카페', '#남가좌동카페', '#커핑']",2021-11-19
오츠커피 용산 - oats coffee Yongsan,827,📌#오츠커피용산_@oatscoffee📍지번: 서울 용산구 원효로1가 48-8📍도로명: 서울 용산구 원효로89길 13-12✔연중무휴✔평일 11:00 - 20:00✔주말/공휴일 12:00 - 20:00#☕,"['#오츠커피용산_@oatscoffee📍지번:', '#☕']",2021-11-19
itslitcoffee,89,[It's LIT!Music]안녕하세요.잇츠릿입니다.오늘의 음악은🧑‍🎤John Denver- Take me home Country Roads일하는 도중에 들으면 집가고 싶고퇴근할 때에 들으면 기분 좋아지는 노래가끔 노래방에서도 불렀던 노래내 나이가 가늠되는 노래 🤔...#잇츠릿 #잇츠릿커피 #itslit #itslitcoffee,"['#잇츠릿', '#잇츠릿커피', '#itslit', '#itslitcoffee']",2021-11-19
오츠커피 용산 - oats coffee Yongsan,330,"#오츠커피_오츠는 친절하고 공간과 분위기, 자리도 다 편하고 커피도 맛있고 좋았는데 딱 한 가지 남는 아쉬움이 있다.""왜 아인슈페너를 2잔 마시지 않았을까"" 하는 후회감......😔😬🥶😨😰😩😫_@oatscoffee#오츠커피용산점","['#오츠커피_오츠는', '#오츠커피용산점']",2021-11-19
itslitcoffee,61,[It's LIT!]안녕하세요.잇츠릿입니다.오늘의 필터 커피 라인업 입니다.-Guatemala Blue AyarzaNatural SHB-Ethiopia Kayon MountNatural Guji G1-Costarica San Isidro Community Washed판매 쥰비 완료입니다.🤟🏽...#잇츠릿 #잇츠릿커피 #itslit #itslitcoffee,"['#잇츠릿', '#잇츠릿커피', '#itslit', '#itslitcoffee']",2021-11-19
강동역,39,완전 맛있는 뱅쇼 드시러 오쇼!!!!!🍷🙌🏻,[],2021-11-19
itslitcoffee,113,[It's LIT!]안녕하세요.잇츠릿입니다.이틀 아주 잘 쉬고 돌아왔습니다.세상에 이틀 쉬는거 너무 좋네요.🤣다시 힘차게 한 주(?) 시작해보겠습니다.불금 영업시작입니다!오늘도 잇츠릿은 활짝 열려있습니다....#잇츠릿 #잇츠릿커피 #itslit #itslitcoffee,"['#잇츠릿', '#잇츠릿커피', '#itslit', '#itslitcoffee']",2021-11-19
히트커피로스터즈,367,"#히트커피로스터스◽Flat White Ice 22PM Blend히트에서 처음 콜드빙하로 아인슈페너를 접한 것이 동기가 되어 필사적으로 카페를 다니는 지금에까지 이르게 되었지만,비단 히트커피의 진가는 콜드빙하에만 있는 것이 아닌 커피 자체에 있다. 필터 커피도 맛있지만 플랫 화이트는 내게 단연 베스트다.고소한 22PM과 산뜻한 15PM 두 블렌드로 다 맛을 봤지만 우열을 가릴 필요도 없이 둘 다 되게 맛있고, 되게 깔끔하다.어떤 블렌드로 마실지 고민되면 15, 22PM 둘 다 두 잔 마시면 되고-서교동 날 잡자,",['#히트커피로스터스◽Flat'],2021-11-18
테일러커피,905,모두수고 많았던만큼좋은 결과만 있길🙏🏻,[],2021-11-18
,12,카페에서 가장많이 사용하는블렌딩중 한가지 “블랙스완”정육각형의 밸런스가 훌륭하여다양한 스타일의 베버리지와어울려 많은 카페에서 사용중인착한 블랜딩입니다🍫다크초콜릿🥜견과류🧈카라멜,[],2021-11-18
오츠커피 용산 - oats coffee Yongsan,41,⭐⭐⭐ #오츠커피대표 메뉴 아인슈페너가 유명한 곳. 크림이 묵직해 보이지만 입안에서 부드럽게 퍼진다. 아빠 수저로 크림만 따로 퍼먹고 싶을 정도랄까..? 커피는 아메리카노가 아닌 라떼로 더욱더 부드럽게 마실 수 있다. 아인슈페너 가격은 5천원.#용산_요니#남영_요니#카페_요니,"['#오츠커피대표', '#용산_요니', '#남영_요니', '#카페_요니']",2021-11-18
,68,나 티수종 좋아하네.,[],2021-11-17
3f/lobby,55,".다시와도 좋았던 3F, 🖋",[],2021-11-17
HIT Coffee,310,#히트커피본점_@hitcoffee_official 여길 여러 번 드나들었지만 바에는 처음인데 느낌이 또 다르다🙃 이제 이 자리를 1순위로 애용할까봐😎😎_#천안 #핫플 #천안핫플,"['#히트커피본점_@hitcoffee_official', '#천안', '#핫플', '#천안핫플']",2021-11-17
히트커피,297,"#히트커피_@hitcoffee_official커피 왜케 맛있대😮😯 늘 그렇지만 참, 카페인 폭식을 부르는 맛일세😁🤣😄 만석일까 웨이팅 걱정하고 왔는데 다행히 한산해서 앉고 싶은 자리에서 커피 실컷 수혈했다🙂🙃그럼, 다음엔 @hitcoffee_seoul 히트커피 서교로 출동해야지!👊🔥_#HITcoffee #hitcoffeeroasters","['#히트커피_@hitcoffee_official커피', '#HITcoffee', '#hitcoffeeroasters']",2021-11-17
리틀버틀러,92,발 디딜 틈 없을 정도로 핫플이었던😬,[],2021-11-17
,185,#협찬 #샵도노커피#아지_숙대〽️ 루체론치노〽️ 흑임자슈페너〽️ 치즈케이크루체론치노는 아몬드시럽이 들어간달달한 라떼였어요!오렌지도 같이 있던데 커피에 오렌지 들어있는건 첨봐서넘 신기했어요!여기 흑임자슈패너진짜 너무 맛있어요!!!흑임자를 워낙 좋아하는데 흑임자슈패너라니ㅠㅠ 맛없없치즈케이크도 촉촉하니 넘 맛나더라구요용산고 근처에 위치한2층짜리 건물인데 1층엔 대화하기 좋고2층은 공부하기 좋은 공간이였어요!노레도 잔잔하고 차분한 음악 위주로 나오더라구요!#샵도노커피 #숙대카페 #숙대입구역카페 #숙대맛집 #숙대입구맛집 #숙대입구카페 #후암동카페 #후암동맛집 #용산카페 #남산카페 #숙대디저트 #숙대커피맛집 #후암동데이트 #숙대데이트 #후암동디저트 #숙대맛집추천 #남산맛집 #남산데이트 #서울커피맛집 #용산커피맛집,"['#협찬', '#샵도노커피', '#아지_숙대〽️', '#샵도노커피', '#숙대카페', '#숙대입구역카페', '#숙대맛집', '#숙대입구맛집', '#숙대입구카페', '#후암동카페', '#후암동맛집', '#용산카페', '#남산카페', '#숙대디저트', '#숙대커피맛집', '#후암동데이트', '#숙대데이트', '#후암동디저트', '#숙대맛집추천', '#남산맛집', '#남산데이트', '#서울커피맛집', '#용산커피맛집']",2021-11-17
